"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_BP_DIRECT","regulation of chromatin organization","0.20%","5","2485","13","29712","1.89e-2","2.87e-1","4.60","1.00e+0","2.78e-1","2.96e-3"
"GOTERM_BP_DIRECT","mitotic G1 DNA damage checkpoint signaling","0.20%","5","2485","13","29712","1.89e-2","2.87e-1","4.60","1.00e+0","2.78e-1","2.96e-3"
"GOTERM_BP_DIRECT","regulation of cell adhesion mediated by integrin","0.20%","5","2485","13","29712","1.89e-2","2.87e-1","4.60","1.00e+0","2.78e-1","2.96e-3"
"GOTERM_BP_DIRECT","DNA synthesis involved in DNA repair","0.20%","5","2485","13","29712","1.89e-2","2.87e-1","4.60","1.00e+0","2.78e-1","2.96e-3"
"GOTERM_BP_DIRECT","negative regulation of tyrosine phosphorylation of STAT protein","0.20%","5","2485","13","29712","1.89e-2","2.87e-1","4.60","1.00e+0","2.78e-1","2.96e-3"
"UP_SEQ_FEATURE","DOMAIN:S1 motif","0.20%","5","2463","10","22253","1.81e-2","1.00e+0","4.52","1.00e+0","9.95e-1","2.58e-3"
"GOTERM_MF_DIRECT","SUMO ligase activity","0.20%","5","2457","12","28924","1.47e-2","1.57e-1","4.91","1.00e+0","1.46e-1","2.10e-3"
"GOTERM_MF_DIRECT","NAD+-protein-aspartate ADP-ribosyltransferase activity","0.20%","5","2457","12","28924","1.47e-2","1.57e-1","4.91","1.00e+0","1.46e-1","2.10e-3"
"SMART","S1","0.20%","5","1284","9","10943","1.46e-2","7.19e-1","4.73","1.00e+0","7.18e-1","1.85e-3"
"GOTERM_CC_DIRECT","MLL3/4 complex","0.20%","5","2509","12","29722","1.44e-2","1.09e-1","4.94","1.00e+0","9.68e-2","2.04e-3"
"GOTERM_CC_DIRECT","EMC complex","0.20%","5","2509","12","29722","1.44e-2","1.09e-1","4.94","1.00e+0","9.68e-2","2.04e-3"
"GOTERM_CC_DIRECT","RPAP3/R2TP/prefoldin-like complex","0.20%","5","2509","12","29722","1.44e-2","1.09e-1","4.94","1.00e+0","9.68e-2","2.04e-3"
"GOTERM_BP_DIRECT","positive regulation of ubiquitin-protein transferase activity","0.20%","5","2485","12","29712","1.40e-2","2.34e-1","4.98","1.00e+0","2.26e-1","1.96e-3"
"GOTERM_BP_DIRECT","negative regulation of calcium ion transport","0.20%","5","2485","12","29712","1.40e-2","2.34e-1","4.98","1.00e+0","2.26e-1","1.96e-3"
"GOTERM_BP_DIRECT","telomere capping","0.20%","5","2485","12","29712","1.40e-2","2.34e-1","4.98","1.00e+0","2.26e-1","1.96e-3"
"GOTERM_BP_DIRECT","microglia differentiation","0.20%","5","2485","12","29712","1.40e-2","2.34e-1","4.98","1.00e+0","2.26e-1","1.96e-3"
"GOTERM_BP_DIRECT","NLS-bearing protein import into nucleus","0.20%","5","2485","12","29712","1.40e-2","2.34e-1","4.98","1.00e+0","2.26e-1","1.96e-3"
"INTERPRO","AlkB-like","0.20%","5","2526","9","22271","1.30e-2","1.00e+0","4.90","1.00e+0","9.99e-1","1.59e-3"
"UP_SEQ_FEATURE","MOTIF:GXSXG","0.20%","5","2463","9","22253","1.19e-2","8.75e-1","5.02","1.00e+0","8.71e-1","1.42e-3"
"GOTERM_MF_DIRECT","diacylglycerol-dependent serine/threonine kinase activity","0.20%","5","2457","11","28924","1.05e-2","1.20e-1","5.35","1.00e+0","1.12e-1","1.31e-3"
"GOTERM_CC_DIRECT","female pronucleus","0.20%","5","2509","11","29722","1.03e-2","8.59e-2","5.38","1.00e+0","7.62e-2","1.28e-3"
"GOTERM_BP_DIRECT","regulation of cyclin-dependent protein serine/threonine kinase activity","0.20%","5","2485","11","29712","9.96e-3","1.91e-1","5.43","1.00e+0","1.85e-1","1.23e-3"
"GOTERM_BP_DIRECT","positive regulation of skeletal muscle acetylcholine-gated channel clustering","0.20%","5","2485","11","29712","9.96e-3","1.91e-1","5.43","1.00e+0","1.85e-1","1.23e-3"
"GOTERM_BP_DIRECT","heme A biosynthetic process","0.20%","5","2485","11","29712","9.96e-3","1.91e-1","5.43","1.00e+0","1.85e-1","1.23e-3"
"INTERPRO","PNPLA_dom","0.20%","5","2526","8","22271","7.91e-3","1.00e+0","5.51","1.00e+0","9.99e-1","7.79e-4"
"UP_SEQ_FEATURE","MOTIF:DGA/G","0.20%","5","2463","8","22253","7.24e-3","7.52e-1","5.65","1.00e+0","7.48e-1","6.94e-4"
"UP_SEQ_FEATURE","DOMAIN:PNPLA","0.20%","5","2463","8","22253","7.24e-3","7.52e-1","5.65","1.00e+0","7.48e-1","6.94e-4"
"UP_SEQ_FEATURE","DOMAIN:Cation-transporting P-type ATPase C-terminal","0.20%","5","2463","8","22253","7.24e-3","7.52e-1","5.65","1.00e+0","7.48e-1","6.94e-4"
"GOTERM_MF_DIRECT","tRNA methyltransferase activity","0.20%","5","2457","10","28924","7.17e-3","8.92e-2","5.89","1.00e+0","8.33e-2","7.71e-4"
"GOTERM_MF_DIRECT","cAMP response element binding protein binding","0.20%","5","2457","10","28924","7.17e-3","8.92e-2","5.89","1.00e+0","8.33e-2","7.71e-4"
"GOTERM_BP_DIRECT","type I interferon production","0.20%","5","2485","10","29712","6.78e-3","1.53e-1","5.98","1.00e+0","1.48e-1","7.18e-4"
"GOTERM_BP_DIRECT","heme O biosynthetic process","0.20%","5","2485","10","29712","6.78e-3","1.53e-1","5.98","1.00e+0","1.48e-1","7.18e-4"
"GOTERM_BP_DIRECT","I-kappaB phosphorylation","0.20%","5","2485","10","29712","6.78e-3","1.53e-1","5.98","1.00e+0","1.48e-1","7.18e-4"
"GOTERM_BP_DIRECT","regulation protein catabolic process at postsynapse","0.20%","5","2485","10","29712","6.78e-3","1.53e-1","5.98","1.00e+0","1.48e-1","7.18e-4"
"GOTERM_BP_DIRECT","copper ion transport","0.20%","5","2485","10","29712","6.78e-3","1.53e-1","5.98","1.00e+0","1.48e-1","7.18e-4"
"GOTERM_BP_DIRECT","heme B biosynthetic process","0.20%","5","2485","10","29712","6.78e-3","1.53e-1","5.98","1.00e+0","1.48e-1","7.18e-4"
"GOTERM_BP_DIRECT","cellular response to lipoteichoic acid","0.20%","5","2485","10","29712","6.78e-3","1.53e-1","5.98","1.00e+0","1.48e-1","7.18e-4"
"GOTERM_BP_DIRECT","regulation of T cell receptor signaling pathway","0.20%","5","2485","10","29712","6.78e-3","1.53e-1","5.98","1.00e+0","1.48e-1","7.18e-4"
"GOTERM_MF_DIRECT","nucleoside diphosphate phosphatase activity","0.20%","5","2457","9","28924","4.61e-3","6.27e-2","6.54","1.00e+0","5.85e-2","4.15e-4"
"GOTERM_MF_DIRECT","5'-3' exonuclease activity","0.20%","5","2457","9","28924","4.61e-3","6.27e-2","6.54","1.00e+0","5.85e-2","4.15e-4"
"GOTERM_CC_DIRECT","proteasome regulatory particle, lid subcomplex","0.20%","5","2509","9","29722","4.51e-3","4.62e-2","6.58","9.93e-1","4.10e-2","4.03e-4"
"GOTERM_BP_DIRECT","snRNA transcription by RNA polymerase III","0.20%","5","2485","9","29712","4.36e-3","1.13e-1","6.64","1.00e+0","1.09e-1","3.85e-4"
"GOTERM_BP_DIRECT","cellular response to zinc ion starvation","0.20%","5","2485","9","29712","4.36e-3","1.13e-1","6.64","1.00e+0","1.09e-1","3.85e-4"
"GOTERM_BP_DIRECT","astrocyte cell migration","0.20%","5","2485","9","29712","4.36e-3","1.13e-1","6.64","1.00e+0","1.09e-1","3.85e-4"
"GOTERM_BP_DIRECT","CAMKK-AMPK signaling cascade","0.20%","5","2485","9","29712","4.36e-3","1.13e-1","6.64","1.00e+0","1.09e-1","3.85e-4"
"UP_SEQ_FEATURE","MOTIF:GXGXXG","0.20%","5","2463","7","22253","3.97e-3","5.25e-1","6.45","1.00e+0","5.23e-1","2.87e-4"
"GOTERM_MF_DIRECT","copper ion transmembrane transporter activity","0.20%","5","2457","8","28924","2.75e-3","4.03e-2","7.36","9.96e-1","3.76e-2","1.98e-4"
"GOTERM_MF_DIRECT","histone H3 acetyltransferase activity","0.20%","5","2457","8","28924","2.75e-3","4.03e-2","7.36","9.96e-1","3.76e-2","1.98e-4"
"GOTERM_CC_DIRECT","Derlin-1 retrotranslocation complex","0.20%","5","2509","8","29722","2.68e-3","3.10e-2","7.40","9.48e-1","2.75e-2","1.92e-4"
"GOTERM_CC_DIRECT","pyruvate dehydrogenase complex","0.20%","5","2509","8","29722","2.68e-3","3.10e-2","7.40","9.48e-1","2.75e-2","1.92e-4"
"GOTERM_BP_DIRECT","PERK-mediated unfolded protein response","0.20%","5","2485","8","29712","2.59e-3","8.07e-2","7.47","1.00e+0","7.82e-2","1.84e-4"
"GOTERM_BP_DIRECT","ether lipid biosynthetic process","0.20%","5","2485","8","29712","2.59e-3","8.07e-2","7.47","1.00e+0","7.82e-2","1.84e-4"
"GOTERM_BP_DIRECT","HRI-mediated signaling","0.20%","5","2485","7","29712","1.39e-3","5.25e-2","8.54","1.00e+0","5.08e-2","7.41e-5"
"INTERPRO","Torsin","0.20%","5","2526","5","22271","7.50e-4","3.49e-1","8.82","9.85e-1","3.48e-1","1.87e-5"
"GOTERM_MF_DIRECT","oxidative RNA demethylase activity","0.20%","5","2457","6","28924","6.76e-4","1.32e-2","9.81","7.51e-1","1.23e-2","2.46e-5"
"INTERPRO","Arrestin-like_N","0.16%","4","2526","10","22271","9.50e-2","1.00e+0","3.53","1.00e+0","9.99e-1","1.97e-2"
"INTERPRO","PAM2_motif","0.16%","4","2526","10","22271","9.50e-2","1.00e+0","3.53","1.00e+0","9.99e-1","1.97e-2"
"INTERPRO","Biotin_lipoyl","0.16%","4","2526","10","22271","9.50e-2","1.00e+0","3.53","1.00e+0","9.99e-1","1.97e-2"
"INTERPRO","Cullin_N","0.16%","4","2526","10","22271","9.50e-2","1.00e+0","3.53","1.00e+0","9.99e-1","1.97e-2"
"INTERPRO","E3_UB_ligase_RBR","0.16%","4","2526","10","22271","9.50e-2","1.00e+0","3.53","1.00e+0","9.99e-1","1.97e-2"
"INTERPRO","MKP","0.16%","4","2526","10","22271","9.50e-2","1.00e+0","3.53","1.00e+0","9.99e-1","1.97e-2"
"INTERPRO","Transl_elong_EF1A/Init_IF2_C","0.16%","4","2526","10","22271","9.50e-2","1.00e+0","3.53","1.00e+0","9.99e-1","1.97e-2"
"INTERPRO","Pept_C14_p10","0.16%","4","2526","10","22271","9.50e-2","1.00e+0","3.53","1.00e+0","9.99e-1","1.97e-2"
"INTERPRO","Caspase_cys_AS","0.16%","4","2526","10","22271","9.50e-2","1.00e+0","3.53","1.00e+0","9.99e-1","1.97e-2"
"INTERPRO","Arrestin_C-like","0.16%","4","2526","10","22271","9.50e-2","1.00e+0","3.53","1.00e+0","9.99e-1","1.97e-2"
"GOTERM_MF_DIRECT","MAP kinase kinase activity","0.16%","4","2457","13","28924","9.19e-2","5.58e-1","3.62","1.00e+0","5.21e-1","1.99e-2"
"GOTERM_MF_DIRECT","histone H4 acetyltransferase activity","0.16%","4","2457","13","28924","9.19e-2","5.58e-1","3.62","1.00e+0","5.21e-1","1.99e-2"
"GOTERM_MF_DIRECT","pseudouridine synthase activity","0.16%","4","2457","13","28924","9.19e-2","5.58e-1","3.62","1.00e+0","5.21e-1","1.99e-2"
"GOTERM_MF_DIRECT","pre-mRNA intronic binding","0.16%","4","2457","13","28924","9.19e-2","5.58e-1","3.62","1.00e+0","5.21e-1","1.99e-2"
"GOTERM_MF_DIRECT","cyclin-dependent protein serine/threonine kinase inhibitor activity","0.16%","4","2457","13","28924","9.19e-2","5.58e-1","3.62","1.00e+0","5.21e-1","1.99e-2"
"GOTERM_CC_DIRECT","pore complex","0.16%","4","2509","13","29722","9.06e-2","4.01e-1","3.64","1.00e+0","3.56e-1","1.95e-2"
"GOTERM_CC_DIRECT","nuclear inclusion body","0.16%","4","2509","13","29722","9.06e-2","4.01e-1","3.64","1.00e+0","3.56e-1","1.95e-2"
"GOTERM_CC_DIRECT","beta-catenin-TCF complex","0.16%","4","2509","13","29722","9.06e-2","4.01e-1","3.64","1.00e+0","3.56e-1","1.95e-2"
"GOTERM_CC_DIRECT","Swr1 complex","0.16%","4","2509","13","29722","9.06e-2","4.01e-1","3.64","1.00e+0","3.56e-1","1.95e-2"
"GOTERM_CC_DIRECT","uropod","0.16%","4","2509","13","29722","9.06e-2","4.01e-1","3.64","1.00e+0","3.56e-1","1.95e-2"
"UP_SEQ_FEATURE","SITE:Cleavage; by CASP3","0.16%","4","2463","10","22253","8.96e-2","1.00e+0","3.61","1.00e+0","9.95e-1","1.82e-2"
"UP_SEQ_FEATURE","ZN_FING:UBP-type","0.16%","4","2463","10","22253","8.96e-2","1.00e+0","3.61","1.00e+0","9.95e-1","1.82e-2"
"UP_SEQ_FEATURE","REPEAT:HAT 1","0.16%","4","2463","10","22253","8.96e-2","1.00e+0","3.61","1.00e+0","9.95e-1","1.82e-2"
"UP_SEQ_FEATURE","REPEAT:HAT 2","0.16%","4","2463","10","22253","8.96e-2","1.00e+0","3.61","1.00e+0","9.95e-1","1.82e-2"
"UP_SEQ_FEATURE","SITE:Important for substrate specificity","0.16%","4","2463","10","22253","8.96e-2","1.00e+0","3.61","1.00e+0","9.95e-1","1.82e-2"
"UP_SEQ_FEATURE","REPEAT:HAT 3","0.16%","4","2463","10","22253","8.96e-2","1.00e+0","3.61","1.00e+0","9.95e-1","1.82e-2"
"GOTERM_BP_DIRECT","viral budding from plasma membrane","0.16%","4","2485","13","29712","8.86e-2","7.01e-1","3.68","1.00e+0","6.79e-1","1.89e-2"
"GOTERM_BP_DIRECT","cellular response to insulin-like growth factor stimulus","0.16%","4","2485","13","29712","8.86e-2","7.01e-1","3.68","1.00e+0","6.79e-1","1.89e-2"
"GOTERM_BP_DIRECT","cellular response to L-leucine","0.16%","4","2485","13","29712","8.86e-2","7.01e-1","3.68","1.00e+0","6.79e-1","1.89e-2"
"GOTERM_BP_DIRECT","interleukin-10 production","0.16%","4","2485","13","29712","8.86e-2","7.01e-1","3.68","1.00e+0","6.79e-1","1.89e-2"
"GOTERM_BP_DIRECT","positive regulation of non-motile cilium assembly","0.16%","4","2485","13","29712","8.86e-2","7.01e-1","3.68","1.00e+0","6.79e-1","1.89e-2"
"GOTERM_BP_DIRECT","synaptic vesicle docking","0.16%","4","2485","13","29712","8.86e-2","7.01e-1","3.68","1.00e+0","6.79e-1","1.89e-2"
"GOTERM_BP_DIRECT","positive regulation of axon regeneration","0.16%","4","2485","13","29712","8.86e-2","7.01e-1","3.68","1.00e+0","6.79e-1","1.89e-2"
"GOTERM_BP_DIRECT","negative regulation of axon regeneration","0.16%","4","2485","13","29712","8.86e-2","7.01e-1","3.68","1.00e+0","6.79e-1","1.89e-2"
"GOTERM_BP_DIRECT","positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","0.16%","4","2485","13","29712","8.86e-2","7.01e-1","3.68","1.00e+0","6.79e-1","1.89e-2"
"SMART","HATPase_c","0.16%","4","1284","9","10943","7.86e-2","1.00e+0","3.79","1.00e+0","1.00e+0","1.46e-2"
"SMART","Lactamase_B","0.16%","4","1284","9","10943","7.86e-2","1.00e+0","3.79","1.00e+0","1.00e+0","1.46e-2"
"GOTERM_MF_DIRECT","GDP phosphatase activity","0.16%","4","2457","12","28924","7.53e-2","4.97e-1","3.92","1.00e+0","4.64e-1","1.48e-2"
"GOTERM_MF_DIRECT","single-stranded DNA endodeoxyribonuclease activity","0.16%","4","2457","12","28924","7.53e-2","4.97e-1","3.92","1.00e+0","4.64e-1","1.48e-2"
"GOTERM_MF_DIRECT","cAMP response element binding","0.16%","4","2457","12","28924","7.53e-2","4.97e-1","3.92","1.00e+0","4.64e-1","1.48e-2"
"GOTERM_MF_DIRECT","ribonuclease P activity","0.16%","4","2457","12","28924","7.53e-2","4.97e-1","3.92","1.00e+0","4.64e-1","1.48e-2"
"GOTERM_MF_DIRECT","phosphotransferase activity, for other substituted phosphate groups","0.16%","4","2457","12","28924","7.53e-2","4.97e-1","3.92","1.00e+0","4.64e-1","1.48e-2"
"GOTERM_CC_DIRECT","endoplasmic reticulum-plasma membrane contact site","0.16%","4","2509","12","29722","7.42e-2","3.53e-1","3.95","1.00e+0","3.13e-1","1.44e-2"
"GOTERM_BP_DIRECT","regulation of telomere maintenance","0.16%","4","2485","12","29712","7.25e-2","6.28e-1","3.99","1.00e+0","6.08e-1","1.40e-2"
"GOTERM_BP_DIRECT","glycolipid biosynthetic process","0.16%","4","2485","12","29712","7.25e-2","6.28e-1","3.99","1.00e+0","6.08e-1","1.40e-2"
"GOTERM_BP_DIRECT","endosome transport via multivesicular body sorting pathway","0.16%","4","2485","12","29712","7.25e-2","6.28e-1","3.99","1.00e+0","6.08e-1","1.40e-2"
"GOTERM_BP_DIRECT","positive regulation of xenophagy","0.16%","4","2485","12","29712","7.25e-2","6.28e-1","3.99","1.00e+0","6.08e-1","1.40e-2"
"GOTERM_BP_DIRECT","mRNA modification","0.16%","4","2485","12","29712","7.25e-2","6.28e-1","3.99","1.00e+0","6.08e-1","1.40e-2"
"GOTERM_BP_DIRECT","iron ion transmembrane transport","0.16%","4","2485","12","29712","7.25e-2","6.28e-1","3.99","1.00e+0","6.08e-1","1.40e-2"
"GOTERM_BP_DIRECT","positive regulation of DNA-templated transcription, elongation","0.16%","4","2485","12","29712","7.25e-2","6.28e-1","3.99","1.00e+0","6.08e-1","1.40e-2"
"GOTERM_BP_DIRECT","cell cycle","0.16%","4","2485","12","29712","7.25e-2","6.28e-1","3.99","1.00e+0","6.08e-1","1.40e-2"
"GOTERM_BP_DIRECT","nucleotide-binding oligomerization domain containing 2 signaling pathway","0.16%","4","2485","12","29712","7.25e-2","6.28e-1","3.99","1.00e+0","6.08e-1","1.40e-2"
"GOTERM_BP_DIRECT","multivesicular body-lysosome fusion","0.16%","4","2485","12","29712","7.25e-2","6.28e-1","3.99","1.00e+0","6.08e-1","1.40e-2"
"GOTERM_BP_DIRECT","negative regulation of protein localization to cell surface","0.16%","4","2485","12","29712","7.25e-2","6.28e-1","3.99","1.00e+0","6.08e-1","1.40e-2"
"GOTERM_BP_DIRECT","negative regulation of fibroblast migration","0.16%","4","2485","12","29712","7.25e-2","6.28e-1","3.99","1.00e+0","6.08e-1","1.40e-2"
"GOTERM_BP_DIRECT","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","0.16%","4","2485","12","29712","7.25e-2","6.28e-1","3.99","1.00e+0","6.08e-1","1.40e-2"
"GOTERM_BP_DIRECT","regulation of hemopoiesis","0.16%","4","2485","12","29712","7.25e-2","6.28e-1","3.99","1.00e+0","6.08e-1","1.40e-2"
"GOTERM_BP_DIRECT","regulation of viral entry into host cell","0.16%","4","2485","12","29712","7.25e-2","6.28e-1","3.99","1.00e+0","6.08e-1","1.40e-2"
"GOTERM_BP_DIRECT","nucleotide metabolic process","0.16%","4","2485","12","29712","7.25e-2","6.28e-1","3.99","1.00e+0","6.08e-1","1.40e-2"
"GOTERM_BP_DIRECT","regulation of vesicle-mediated transport","0.16%","4","2485","12","29712","7.25e-2","6.28e-1","3.99","1.00e+0","6.08e-1","1.40e-2"
"GOTERM_BP_DIRECT","porphyrin-containing compound biosynthetic process","0.16%","4","2485","12","29712","7.25e-2","6.28e-1","3.99","1.00e+0","6.08e-1","1.40e-2"
"INTERPRO","Caspase_his_AS","0.16%","4","2526","9","22271","7.24e-2","1.00e+0","3.92","1.00e+0","9.99e-1","1.30e-2"
"INTERPRO","GDA1_CD39_NTPase","0.16%","4","2526","9","22271","7.24e-2","1.00e+0","3.92","1.00e+0","9.99e-1","1.30e-2"
"INTERPRO","Sec1-like","0.16%","4","2526","9","22271","7.24e-2","1.00e+0","3.92","1.00e+0","9.99e-1","1.30e-2"
"INTERPRO","CC_SR_Kinase","0.16%","4","2526","9","22271","7.24e-2","1.00e+0","3.92","1.00e+0","9.99e-1","1.30e-2"
"INTERPRO","Sec1-like_sf","0.16%","4","2526","9","22271","7.24e-2","1.00e+0","3.92","1.00e+0","9.99e-1","1.30e-2"
"INTERPRO","Pept_C14","0.16%","4","2526","9","22271","7.24e-2","1.00e+0","3.92","1.00e+0","9.99e-1","1.30e-2"
"INTERPRO","Sec1-like_dom2","0.16%","4","2526","9","22271","7.24e-2","1.00e+0","3.92","1.00e+0","9.99e-1","1.30e-2"
"UP_SEQ_FEATURE","DOMAIN:Arrestin C-terminal-like","0.16%","4","2463","9","22253","6.82e-2","1.00e+0","4.02","1.00e+0","9.95e-1","1.19e-2"
"UP_SEQ_FEATURE","REPEAT:HAT 4","0.16%","4","2463","9","22253","6.82e-2","1.00e+0","4.02","1.00e+0","9.95e-1","1.19e-2"
"UP_SEQ_FEATURE","ACT_SITE:For GATase activity","0.16%","4","2463","9","22253","6.82e-2","1.00e+0","4.02","1.00e+0","9.95e-1","1.19e-2"
"UP_SEQ_FEATURE","REPEAT:PPR","0.16%","4","2463","9","22253","6.82e-2","1.00e+0","4.02","1.00e+0","9.95e-1","1.19e-2"
"UP_SEQ_FEATURE","REPEAT:HAT 5","0.16%","4","2463","9","22253","6.82e-2","1.00e+0","4.02","1.00e+0","9.95e-1","1.19e-2"
"GOTERM_MF_DIRECT","G-rich strand telomeric DNA binding","0.16%","4","2457","11","28924","6.02e-2","4.21e-1","4.28","1.00e+0","3.93e-1","1.05e-2"
"GOTERM_MF_DIRECT","NADH dehydrogenase activity","0.16%","4","2457","11","28924","6.02e-2","4.21e-1","4.28","1.00e+0","3.93e-1","1.05e-2"
"GOTERM_MF_DIRECT","acetyltransferase activator activity","0.16%","4","2457","11","28924","6.02e-2","4.21e-1","4.28","1.00e+0","3.93e-1","1.05e-2"
"GOTERM_MF_DIRECT","ribonuclease P RNA binding","0.16%","4","2457","11","28924","6.02e-2","4.21e-1","4.28","1.00e+0","3.93e-1","1.05e-2"
"GOTERM_MF_DIRECT","NAD+-histone H2BE18 glutamate ADP-ribosyltransferase activity","0.16%","4","2457","11","28924","6.02e-2","4.21e-1","4.28","1.00e+0","3.93e-1","1.05e-2"
"GOTERM_MF_DIRECT","translation factor activity, RNA binding","0.16%","4","2457","11","28924","6.02e-2","4.21e-1","4.28","1.00e+0","3.93e-1","1.05e-2"
"GOTERM_MF_DIRECT","ATP-dependent diacylglycerol kinase activity","0.16%","4","2457","11","28924","6.02e-2","4.21e-1","4.28","1.00e+0","3.93e-1","1.05e-2"
"GOTERM_MF_DIRECT","lysophosphatidic acid acyltransferase activity","0.16%","4","2457","11","28924","6.02e-2","4.21e-1","4.28","1.00e+0","3.93e-1","1.05e-2"
"GOTERM_MF_DIRECT","NAD+-protein-glutamate ADP-ribosyltransferase activity","0.16%","4","2457","11","28924","6.02e-2","4.21e-1","4.28","1.00e+0","3.93e-1","1.05e-2"
"GOTERM_MF_DIRECT","phosphorylation-dependent protein binding","0.16%","4","2457","11","28924","6.02e-2","4.21e-1","4.28","1.00e+0","3.93e-1","1.05e-2"
"GOTERM_MF_DIRECT","NAD+-histone H2BE2 glutamate ADP-ribosyltransferase activity","0.16%","4","2457","11","28924","6.02e-2","4.21e-1","4.28","1.00e+0","3.93e-1","1.05e-2"
"GOTERM_MF_DIRECT","NAD+-histone H2BE35 glutamate ADP-ribosyltransferase activity","0.16%","4","2457","11","28924","6.02e-2","4.21e-1","4.28","1.00e+0","3.93e-1","1.05e-2"
"GOTERM_CC_DIRECT","NSL complex","0.16%","4","2509","11","29722","5.92e-2","2.92e-1","4.31","1.00e+0","2.59e-1","1.03e-2"
"GOTERM_CC_DIRECT","multimeric ribonuclease P complex","0.16%","4","2509","11","29722","5.92e-2","2.92e-1","4.31","1.00e+0","2.59e-1","1.03e-2"
"GOTERM_CC_DIRECT","amphisome membrane","0.16%","4","2509","11","29722","5.92e-2","2.92e-1","4.31","1.00e+0","2.59e-1","1.03e-2"
"GOTERM_CC_DIRECT","guanyl-nucleotide exchange factor complex","0.16%","4","2509","11","29722","5.92e-2","2.92e-1","4.31","1.00e+0","2.59e-1","1.03e-2"
"GOTERM_CC_DIRECT","Gemini of Cajal bodies","0.16%","4","2509","11","29722","5.92e-2","2.92e-1","4.31","1.00e+0","2.59e-1","1.03e-2"
"GOTERM_CC_DIRECT","gamma-tubulin complex","0.16%","4","2509","11","29722","5.92e-2","2.92e-1","4.31","1.00e+0","2.59e-1","1.03e-2"
"GOTERM_CC_DIRECT","extracellular vesicle","0.16%","4","2509","11","29722","5.92e-2","2.92e-1","4.31","1.00e+0","2.59e-1","1.03e-2"
"GOTERM_CC_DIRECT","GATOR2 complex","0.16%","4","2509","11","29722","5.92e-2","2.92e-1","4.31","1.00e+0","2.59e-1","1.03e-2"
"GOTERM_CC_DIRECT","preribosome, small subunit precursor","0.16%","4","2509","11","29722","5.92e-2","2.92e-1","4.31","1.00e+0","2.59e-1","1.03e-2"
"BIOCARTA","Circadian Rhythms","0.16%","4","211","6","1286","5.86e-2","1.00e+0","4.06","1.00e+0","1.00e+0","8.06e-3"
"GOTERM_BP_DIRECT","mitotic DNA replication checkpoint signaling","0.16%","4","2485","11","29712","5.79e-2","5.60e-1","4.35","1.00e+0","5.42e-1","9.97e-3"
"GOTERM_BP_DIRECT","pseudouridine synthesis","0.16%","4","2485","11","29712","5.79e-2","5.60e-1","4.35","1.00e+0","5.42e-1","9.97e-3"
"GOTERM_BP_DIRECT","positive regulation of tumor necrosis factor-mediated signaling pathway","0.16%","4","2485","11","29712","5.79e-2","5.60e-1","4.35","1.00e+0","5.42e-1","9.97e-3"
"GOTERM_BP_DIRECT","T cell chemotaxis","0.16%","4","2485","11","29712","5.79e-2","5.60e-1","4.35","1.00e+0","5.42e-1","9.97e-3"
"GOTERM_BP_DIRECT","mitochondrial DNA replication","0.16%","4","2485","11","29712","5.79e-2","5.60e-1","4.35","1.00e+0","5.42e-1","9.97e-3"
"GOTERM_BP_DIRECT","head morphogenesis","0.16%","4","2485","11","29712","5.79e-2","5.60e-1","4.35","1.00e+0","5.42e-1","9.97e-3"
"GOTERM_BP_DIRECT","positive regulation of mitotic metaphase/anaphase transition","0.16%","4","2485","11","29712","5.79e-2","5.60e-1","4.35","1.00e+0","5.42e-1","9.97e-3"
"GOTERM_BP_DIRECT","protein deneddylation","0.16%","4","2485","11","29712","5.79e-2","5.60e-1","4.35","1.00e+0","5.42e-1","9.97e-3"
"GOTERM_BP_DIRECT","positive regulation of vasculogenesis","0.16%","4","2485","11","29712","5.79e-2","5.60e-1","4.35","1.00e+0","5.42e-1","9.97e-3"
"GOTERM_BP_DIRECT","regulation of cellular response to insulin stimulus","0.16%","4","2485","11","29712","5.79e-2","5.60e-1","4.35","1.00e+0","5.42e-1","9.97e-3"
"GOTERM_BP_DIRECT","vesicle fusion with vacuole","0.16%","4","2485","11","29712","5.79e-2","5.60e-1","4.35","1.00e+0","5.42e-1","9.97e-3"
"GOTERM_BP_DIRECT","protein insertion into ER membrane by stop-transfer membrane-anchor sequence","0.16%","4","2485","11","29712","5.79e-2","5.60e-1","4.35","1.00e+0","5.42e-1","9.97e-3"
"GOTERM_BP_DIRECT","negative regulation of heterotypic cell-cell adhesion","0.16%","4","2485","11","29712","5.79e-2","5.60e-1","4.35","1.00e+0","5.42e-1","9.97e-3"
"GOTERM_BP_DIRECT","late endosome to vacuole transport via multivesicular body sorting pathway","0.16%","4","2485","11","29712","5.79e-2","5.60e-1","4.35","1.00e+0","5.42e-1","9.97e-3"
"GOTERM_BP_DIRECT","positive regulation of gene expression via chromosomal CpG island demethylation","0.16%","4","2485","11","29712","5.79e-2","5.60e-1","4.35","1.00e+0","5.42e-1","9.97e-3"
