"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"UP_SEQ_FEATURE","DOMAIN:SOCS box","0.35%","9","2463","36","22253","3.98e-2","1.00e+0","2.26","1.00e+0","9.95e-1","1.44e-2"
"UP_SEQ_FEATURE","DOMAIN:PID","0.35%","9","2463","36","22253","3.98e-2","1.00e+0","2.26","1.00e+0","9.95e-1","1.44e-2"
"COG_ONTOLOGY","RNA processing and modification","0.35%","9","317","27","2099","3.95e-2","7.90e-1","2.21","8.00e-1","7.90e-1","1.38e-2"
"GOTERM_BP_DIRECT","negative regulation of smooth muscle cell proliferation","0.35%","9","2485","47","29712","3.95e-2","4.53e-1","2.29","1.00e+0","4.39e-1","1.47e-2"
"GOTERM_BP_DIRECT","long-term memory","0.35%","9","2485","47","29712","3.95e-2","4.53e-1","2.29","1.00e+0","4.39e-1","1.47e-2"
"BIOCARTA","NFkB activation by Nontypeable Hemophilus influenzae","0.35%","9","211","25","1286","3.87e-2","1.00e+0","2.19","1.00e+0","1.00e+0","1.34e-2"
"GOTERM_MF_DIRECT","FAD binding","0.35%","9","2457","46","28924","3.82e-2","3.14e-1","2.30","1.00e+0","2.93e-1","1.40e-2"
"GOTERM_BP_DIRECT","positive regulation of vascular associated smooth muscle cell proliferation","0.35%","9","2485","46","29712","3.53e-2","4.27e-1","2.34","1.00e+0","4.14e-1","1.28e-2"
"INTERPRO","FHA_dom","0.35%","9","2526","34","22271","3.31e-2","1.00e+0","2.33","1.00e+0","9.99e-1","1.15e-2"
"INTERPRO","Dual-sp_phosphatase_cat-dom","0.35%","9","2526","34","22271","3.31e-2","1.00e+0","2.33","1.00e+0","9.99e-1","1.15e-2"
"GOTERM_BP_DIRECT","centrosome cycle","0.35%","9","2485","45","29712","3.13e-2","4.00e-1","2.39","1.00e+0","3.87e-1","1.11e-2"
"GOTERM_BP_DIRECT","positive regulation of interleukin-12 production","0.35%","9","2485","45","29712","3.13e-2","4.00e-1","2.39","1.00e+0","3.87e-1","1.11e-2"
"BIOCARTA","NF-kB Signaling Pathway","0.35%","9","211","24","1286","3.04e-2","1.00e+0","2.29","9.99e-1","1.00e+0","9.94e-3"
"GOTERM_BP_DIRECT","axon development","0.35%","9","2485","44","29712","2.77e-2","3.70e-1","2.45","1.00e+0","3.59e-1","9.55e-3"
"KEGG_PATHWAY","SNARE interactions in vesicular transport","0.35%","9","1084","33","9565","2.77e-2","1.94e-1","2.41","1.00e+0","1.74e-1","9.25e-3"
"UP_KW_MOLECULAR_FUNCTION","rRNA-binding","0.35%","9","1476","31","12454","2.47e-2","1.04e-1","2.45","9.02e-1","7.86e-2","8.00e-3"
"GOTERM_BP_DIRECT","G2/M transition of mitotic cell cycle","0.35%","9","2485","43","29712","2.44e-2","3.42e-1","2.50","1.00e+0","3.31e-1","8.19e-3"
"GOTERM_BP_DIRECT","regulation of postsynaptic neurotransmitter receptor internalization","0.35%","9","2485","42","29712","2.14e-2","3.16e-1","2.56","1.00e+0","3.06e-1","6.98e-3"
"GOTERM_BP_DIRECT","blastocyst hatching","0.35%","9","2485","41","29712","1.86e-2","2.87e-1","2.62","1.00e+0","2.78e-1","5.92e-3"
"GOTERM_BP_DIRECT","aorta development","0.35%","9","2485","41","29712","1.86e-2","2.87e-1","2.62","1.00e+0","2.78e-1","5.92e-3"
"GOTERM_BP_DIRECT","regulation of protein binding","0.35%","9","2485","38","29712","1.19e-2","2.12e-1","2.83","1.00e+0","2.06e-1","3.46e-3"
"GOTERM_MF_DIRECT","ubiquitin conjugating enzyme binding","0.35%","9","2457","37","28924","1.11e-2","1.24e-1","2.86","1.00e+0","1.16e-1","3.16e-3"
"GOTERM_MF_DIRECT","RNA polymerase II general transcription initiation factor activity","0.35%","9","2457","37","28924","1.11e-2","1.24e-1","2.86","1.00e+0","1.16e-1","3.16e-3"
"GOTERM_MF_DIRECT","ferrous iron binding","0.35%","9","2457","37","28924","1.11e-2","1.24e-1","2.86","1.00e+0","1.16e-1","3.16e-3"
"GOTERM_CC_DIRECT","U4/U6 x U5 tri-snRNP complex","0.35%","9","2509","37","29722","1.07e-2","8.76e-2","2.88","1.00e+0","7.77e-2","3.03e-3"
"INTERPRO","Toll_tir_struct_dom_sf","0.35%","9","2526","28","22271","1.04e-2","1.00e+0","2.83","1.00e+0","9.99e-1","2.82e-3"
"INTERPRO","TIR_dom","0.35%","9","2526","28","22271","1.04e-2","1.00e+0","2.83","1.00e+0","9.99e-1","2.82e-3"
"GOTERM_BP_DIRECT","post-transcriptional regulation of gene expression","0.35%","9","2485","37","29712","1.01e-2","1.91e-1","2.91","1.00e+0","1.85e-1","2.84e-3"
"GOTERM_BP_DIRECT","toll-like receptor 4 signaling pathway","0.35%","9","2485","37","29712","1.01e-2","1.91e-1","2.91","1.00e+0","1.85e-1","2.84e-3"
"UP_SEQ_FEATURE","DOMAIN:DEAD-box RNA helicase Q","0.35%","9","2463","28","22253","9.04e-3","7.97e-1","2.90","1.00e+0","7.93e-1","2.38e-3"
"UP_SEQ_FEATURE","DOMAIN:TIR","0.35%","9","2463","28","22253","9.04e-3","7.97e-1","2.90","1.00e+0","7.93e-1","2.38e-3"
"GOTERM_BP_DIRECT","ribosomal large subunit biogenesis","0.35%","9","2485","35","29712","7.17e-3","1.56e-1","3.07","1.00e+0","1.51e-1","1.88e-3"
"INTERPRO","Snail/Krueppel_Znf","0.35%","9","2526","26","22271","6.44e-3","1.00e+0","3.05","1.00e+0","9.99e-1","1.58e-3"
"GOTERM_BP_DIRECT","positive regulation of defense response to virus by host","0.35%","9","2485","33","29712","4.91e-3","1.20e-1","3.26","1.00e+0","1.17e-1","1.20e-3"
"GOTERM_CC_DIRECT","clathrin-coated vesicle membrane","0.35%","9","2509","32","29722","4.24e-3","4.40e-2","3.33","9.91e-1","3.90e-2","1.00e-3"
"GOTERM_CC_DIRECT","transcription factor TFIID complex","0.35%","9","2509","32","29722","4.24e-3","4.40e-2","3.33","9.91e-1","3.90e-2","1.00e-3"
"GOTERM_BP_DIRECT","intracellular receptor signaling pathway","0.35%","9","2485","32","29712","4.01e-3","1.07e-1","3.36","1.00e+0","1.03e-1","9.38e-4"
"GOTERM_BP_DIRECT","microglial cell activation","0.35%","9","2485","32","29712","4.01e-3","1.07e-1","3.36","1.00e+0","1.03e-1","9.38e-4"
"GOTERM_CC_DIRECT","phagocytic cup","0.35%","9","2509","31","29722","3.43e-3","3.73e-2","3.44","9.77e-1","3.31e-2","7.79e-4"
"UP_SEQ_FEATURE","DOMAIN:PCI","0.35%","9","2463","24","22253","3.19e-3","4.33e-1","3.39","1.00e+0","4.31e-1","6.79e-4"
"INTERPRO","PCI_dom","0.35%","9","2526","23","22271","2.75e-3","8.09e-1","3.45","1.00e+0","8.08e-1","5.65e-4"
"GOTERM_CC_DIRECT","U2-type spliceosomal complex","0.35%","9","2509","30","29722","2.75e-3","3.14e-2","3.55","9.51e-1","2.79e-2","5.97e-4"
"GOTERM_MF_DIRECT","nuclear thyroid hormone receptor binding","0.35%","9","2457","29","28924","2.26e-3","3.36e-2","3.65","9.90e-1","3.14e-2","4.73e-4"
"GOTERM_BP_DIRECT","anterograde axonal transport","0.35%","9","2485","29","29712","2.05e-3","6.90e-2","3.71","1.00e+0","6.68e-2","4.21e-4"
"GOTERM_BP_DIRECT","positive regulation of glycolytic process","0.35%","9","2485","29","29712","2.05e-3","6.90e-2","3.71","1.00e+0","6.68e-2","4.21e-4"
"GOTERM_MF_DIRECT","telomeric DNA binding","0.35%","9","2457","28","28924","1.77e-3","2.71e-2","3.78","9.74e-1","2.53e-2","3.52e-4"
"GOTERM_BP_DIRECT","mRNA 3'-end processing","0.35%","9","2485","28","29712","1.60e-3","5.81e-2","3.84","1.00e+0","5.62e-2","3.14e-4"
"GOTERM_BP_DIRECT","protein K63-linked deubiquitination","0.35%","9","2485","26","29712","9.35e-4","4.00e-2","4.14","9.97e-1","3.87e-2","1.66e-4"
"GOTERM_BP_DIRECT","nitric oxide biosynthetic process","0.35%","9","2485","25","29712","6.98e-4","3.35e-2","4.30","9.86e-1","3.24e-2","1.17e-4"
"GOTERM_CC_DIRECT","SAGA complex","0.35%","9","2509","24","29722","5.45e-4","8.67e-3","4.44","4.50e-1","7.69e-3","8.68e-5"
"GOTERM_BP_DIRECT","nuclear-transcribed mRNA catabolic process","0.35%","9","2485","24","29712","5.12e-4","2.73e-2","4.48","9.57e-1","2.64e-2","8.08e-5"
"GOTERM_BP_DIRECT","suppression of viral release by host","0.35%","9","2485","24","29712","5.12e-4","2.73e-2","4.48","9.57e-1","2.64e-2","8.08e-5"
"GOTERM_MF_DIRECT","histone acetyltransferase activity","0.35%","9","2457","22","28924","2.88e-4","6.10e-3","4.82","4.47e-1","5.70e-3","4.06e-5"
"GOTERM_BP_DIRECT","positive regulation by host of viral transcription","0.35%","9","2485","17","29712","2.88e-5","2.76e-3","6.33","1.62e-1","2.67e-3","2.58e-6"
"GOTERM_BP_DIRECT","ribosome disassembly","0.35%","9","2485","17","29712","2.88e-5","2.76e-3","6.33","1.62e-1","2.67e-3","2.58e-6"
"GOTERM_MF_DIRECT","K63-linked deubiquitinase activity","0.35%","9","2457","15","28924","9.97e-6","5.12e-4","7.06","2.03e-2","4.78e-4","7.08e-7"
"GOTERM_CC_DIRECT","postsynaptic cytosol","0.31%","8","2509","47","29722","9.77e-2","4.19e-1","2.02","1.00e+0","3.72e-1","4.15e-2"
"UP_SEQ_FEATURE","ZN_FING:PHD-type 1","0.31%","8","2463","36","22253","9.63e-2","1.00e+0","2.01","1.00e+0","9.95e-1","3.99e-2"
"GOTERM_MF_DIRECT","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","0.31%","8","2457","46","28924","9.16e-2","5.58e-1","2.05","1.00e+0","5.21e-1","3.82e-2"
"GOTERM_BP_DIRECT","negative regulation of fibroblast proliferation","0.31%","8","2485","46","29712","8.60e-2","6.87e-1","2.08","1.00e+0","6.66e-1","3.53e-2"
"GOTERM_BP_DIRECT","positive regulation of T cell differentiation","0.31%","8","2485","46","29712","8.60e-2","6.87e-1","2.08","1.00e+0","6.66e-1","3.53e-2"
"GOTERM_BP_DIRECT","endosome organization","0.31%","8","2485","46","29712","8.60e-2","6.87e-1","2.08","1.00e+0","6.66e-1","3.53e-2"
"GOTERM_BP_DIRECT","positive regulation of neurogenesis","0.31%","8","2485","46","29712","8.60e-2","6.87e-1","2.08","1.00e+0","6.66e-1","3.53e-2"
"SMART","CYCLIN","0.31%","8","1284","33","10943","8.41e-2","1.00e+0","2.07","1.00e+0","1.00e+0","3.35e-2"
"BIOCARTA","Cyclins and Cell Cycle Regulation","0.31%","8","211","24","1286","8.15e-2","1.00e+0","2.03","1.00e+0","1.00e+0","3.12e-2"
"GOTERM_BP_DIRECT","regulation of postsynaptic membrane neurotransmitter receptor levels","0.31%","8","2485","45","29712","7.82e-2","6.67e-1","2.13","1.00e+0","6.46e-1","3.14e-2"
"GOTERM_BP_DIRECT","positive regulation of Notch signaling pathway","0.31%","8","2485","45","29712","7.82e-2","6.67e-1","2.13","1.00e+0","6.46e-1","3.14e-2"
"GOTERM_BP_DIRECT","lactation","0.31%","8","2485","45","29712","7.82e-2","6.67e-1","2.13","1.00e+0","6.46e-1","3.14e-2"
"UP_SEQ_FEATURE","DOMAIN:FHA","0.31%","8","2463","34","22253","7.51e-2","1.00e+0","2.13","1.00e+0","9.95e-1","2.92e-2"
"INTERPRO","Cyclin-like_dom","0.31%","8","2526","33","22271","7.30e-2","1.00e+0","2.14","1.00e+0","9.99e-1","2.81e-2"
"GOTERM_BP_DIRECT","positive regulation of smooth muscle cell migration","0.31%","8","2485","44","29712","7.09e-2","6.28e-1","2.17","1.00e+0","6.08e-1","2.78e-2"
"GOTERM_BP_DIRECT","regulation of G protein-coupled receptor signaling pathway","0.31%","8","2485","44","29712","7.09e-2","6.28e-1","2.17","1.00e+0","6.08e-1","2.78e-2"
"GOTERM_BP_DIRECT","B cell receptor signaling pathway","0.31%","8","2485","44","29712","7.09e-2","6.28e-1","2.17","1.00e+0","6.08e-1","2.78e-2"
"GOTERM_BP_DIRECT","positive regulation of epithelial cell migration","0.31%","8","2485","44","29712","7.09e-2","6.28e-1","2.17","1.00e+0","6.08e-1","2.78e-2"
"GOTERM_MF_DIRECT","ADP binding","0.31%","8","2457","43","28924","6.85e-2","4.67e-1","2.19","1.00e+0","4.36e-1","2.66e-2"
"UP_SEQ_FEATURE","DOMAIN:CCHC-type","0.31%","8","2463","33","22253","6.56e-2","1.00e+0","2.19","1.00e+0","9.95e-1","2.46e-2"
"UP_SEQ_FEATURE","ZN_FING:PHD-type 2","0.31%","8","2463","33","22253","6.56e-2","1.00e+0","2.19","1.00e+0","9.95e-1","2.46e-2"
"GOTERM_BP_DIRECT","negative regulation of apoptotic signaling pathway","0.31%","8","2485","43","29712","6.41e-2","5.94e-1","2.22","1.00e+0","5.75e-1","2.45e-2"
"GOTERM_BP_DIRECT","endothelial cell migration","0.31%","8","2485","43","29712","6.41e-2","5.94e-1","2.22","1.00e+0","5.75e-1","2.45e-2"
"GOTERM_BP_DIRECT","positive regulation of protein localization to nucleus","0.31%","8","2485","43","29712","6.41e-2","5.94e-1","2.22","1.00e+0","5.75e-1","2.45e-2"
"UP_KW_BIOLOGICAL_PROCESS","Sterol biosynthesis","0.31%","8","1528","27","11473","5.84e-2","3.44e-1","2.22","1.00e+0","3.14e-1","2.08e-2"
"GOTERM_BP_DIRECT","positive regulation of apoptotic signaling pathway","0.31%","8","2485","42","29712","5.76e-2","5.60e-1","2.28","1.00e+0","5.42e-1","2.14e-2"
"GOTERM_BP_DIRECT","actin filament bundle assembly","0.31%","8","2485","42","29712","5.76e-2","5.60e-1","2.28","1.00e+0","5.42e-1","2.14e-2"
"GOTERM_MF_DIRECT","membrane scission GTPase motor activity","0.31%","8","2457","41","28924","5.53e-2","4.16e-1","2.30","1.00e+0","3.88e-1","2.03e-2"
"GOTERM_MF_DIRECT","protein kinase activator activity","0.31%","8","2457","41","28924","5.53e-2","4.16e-1","2.30","1.00e+0","3.88e-1","2.03e-2"
"INTERPRO","Sugar_transporter_CS","0.31%","8","2526","31","22271","5.47e-2","1.00e+0","2.28","1.00e+0","9.99e-1","1.95e-2"
"GOTERM_BP_DIRECT","positive regulation of innate immune response","0.31%","8","2485","41","29712","5.16e-2","5.35e-1","2.33","1.00e+0","5.18e-1","1.87e-2"
"GOTERM_BP_DIRECT","cholesterol biosynthetic process","0.31%","8","2485","41","29712","5.16e-2","5.35e-1","2.33","1.00e+0","5.18e-1","1.87e-2"
"GOTERM_BP_DIRECT","blastocyst development","0.31%","8","2485","41","29712","5.16e-2","5.35e-1","2.33","1.00e+0","5.18e-1","1.87e-2"
"GOTERM_BP_DIRECT","regulation of insulin secretion","0.31%","8","2485","41","29712","5.16e-2","5.35e-1","2.33","1.00e+0","5.18e-1","1.87e-2"
"GOTERM_BP_DIRECT","intrinsic apoptotic signaling pathway","0.31%","8","2485","41","29712","5.16e-2","5.35e-1","2.33","1.00e+0","5.18e-1","1.87e-2"
"GOTERM_BP_DIRECT","extrinsic apoptotic signaling pathway via death domain receptors","0.31%","8","2485","41","29712","5.16e-2","5.35e-1","2.33","1.00e+0","5.18e-1","1.87e-2"
"GOTERM_BP_DIRECT","positive regulation of interleukin-2 production","0.31%","8","2485","41","29712","5.16e-2","5.35e-1","2.33","1.00e+0","5.18e-1","1.87e-2"
"GOTERM_BP_DIRECT","cellular response to estradiol stimulus","0.31%","8","2485","41","29712","5.16e-2","5.35e-1","2.33","1.00e+0","5.18e-1","1.87e-2"
"GOTERM_CC_DIRECT","cyclin-dependent protein kinase holoenzyme complex","0.31%","8","2509","40","29722","4.79e-2","2.72e-1","2.37","1.00e+0","2.41e-1","1.71e-2"
"INTERPRO","AB_hydrolase_1","0.31%","8","2526","30","22271","4.68e-2","1.00e+0","2.35","1.00e+0","9.99e-1","1.61e-2"
"GOTERM_BP_DIRECT","intrinsic apoptotic signaling pathway by p53 class mediator","0.31%","8","2485","39","29712","4.07e-2","4.59e-1","2.45","1.00e+0","4.45e-1","1.40e-2"
"GOTERM_BP_DIRECT","regulation of canonical NF-kappaB signal transduction","0.31%","8","2485","39","29712","4.07e-2","4.59e-1","2.45","1.00e+0","4.45e-1","1.40e-2"
"UP_KW_MOLECULAR_FUNCTION","Aminopeptidase","0.31%","8","1476","28","12454","4.07e-2","1.40e-1","2.41","9.79e-1","1.06e-1","1.34e-2"
"GOTERM_BP_DIRECT","positive regulation of osteoclast differentiation","0.31%","8","2485","38","29712","3.59e-2","4.33e-1","2.52","1.00e+0","4.20e-1","1.19e-2"
"INTERPRO","DAG/PE-bd","0.31%","8","2526","28","22271","3.32e-2","1.00e+0","2.52","1.00e+0","9.99e-1","1.05e-2"
"INTERPRO","EPHD","0.31%","8","2526","28","22271","3.32e-2","1.00e+0","2.52","1.00e+0","9.99e-1","1.05e-2"
"GOTERM_BP_DIRECT","protein localization to cell surface","0.31%","8","2485","37","29712","3.15e-2","4.00e-1","2.59","1.00e+0","3.87e-1","1.02e-2"
"GOTERM_BP_DIRECT","intracellular transport","0.31%","8","2485","37","29712","3.15e-2","4.00e-1","2.59","1.00e+0","3.87e-1","1.02e-2"
"GOTERM_BP_DIRECT","transcription elongation by RNA polymerase II","0.31%","8","2485","37","29712","3.15e-2","4.00e-1","2.59","1.00e+0","3.87e-1","1.02e-2"
"GOTERM_BP_DIRECT","membrane fusion","0.31%","8","2485","37","29712","3.15e-2","4.00e-1","2.59","1.00e+0","3.87e-1","1.02e-2"
"UP_SEQ_FEATURE","DOMAIN:WW 2","0.31%","8","2463","28","22253","2.95e-2","1.00e+0","2.58","1.00e+0","9.95e-1","9.06e-3"
"UP_SEQ_FEATURE","DOMAIN:AB hydrolase-1","0.31%","8","2463","28","22253","2.95e-2","1.00e+0","2.58","1.00e+0","9.95e-1","9.06e-3"
"UP_SEQ_FEATURE","DOMAIN:WW 1","0.31%","8","2463","28","22253","2.95e-2","1.00e+0","2.58","1.00e+0","9.95e-1","9.06e-3"
"INTERPRO","Sm","0.31%","8","2526","27","22271","2.75e-2","1.00e+0","2.61","1.00e+0","9.99e-1","8.28e-3"
"GOTERM_BP_DIRECT","nucleotide-excision repair","0.31%","8","2485","36","29712","2.75e-2","3.67e-1","2.66","1.00e+0","3.56e-1","8.58e-3"
"GOTERM_BP_DIRECT","positive regulation of cytokinesis","0.31%","8","2485","36","29712","2.75e-2","3.67e-1","2.66","1.00e+0","3.56e-1","8.58e-3"
"GOTERM_BP_DIRECT","gastrulation","0.31%","8","2485","36","29712","2.75e-2","3.67e-1","2.66","1.00e+0","3.56e-1","8.58e-3"
"GOTERM_BP_DIRECT","positive regulation of mRNA splicing, via spliceosome","0.31%","8","2485","36","29712","2.75e-2","3.67e-1","2.66","1.00e+0","3.56e-1","8.58e-3"
"GOTERM_BP_DIRECT","lipid storage","0.31%","8","2485","36","29712","2.75e-2","3.67e-1","2.66","1.00e+0","3.56e-1","8.58e-3"
"GOTERM_MF_DIRECT","NF-kappaB binding","0.31%","8","2457","35","28924","2.57e-2","2.34e-1","2.69","1.00e+0","2.19e-1","7.88e-3"
"UP_SEQ_FEATURE","DOMAIN:Sm","0.31%","8","2463","27","22253","2.44e-2","1.00e+0","2.68","1.00e+0","9.95e-1","7.15e-3"
"GOTERM_BP_DIRECT","transcription initiation at RNA polymerase II promoter","0.31%","8","2485","35","29712","2.38e-2","3.40e-1","2.73","1.00e+0","3.29e-1","7.19e-3"
"GOTERM_BP_DIRECT","macrophage differentiation","0.31%","8","2485","35","29712","2.38e-2","3.40e-1","2.73","1.00e+0","3.29e-1","7.19e-3"
"GOTERM_BP_DIRECT","double-strand break repair via nonhomologous end joining","0.31%","8","2485","35","29712","2.38e-2","3.40e-1","2.73","1.00e+0","3.29e-1","7.19e-3"
"INTERPRO","T_SNARE_dom","0.31%","8","2526","26","22271","2.25e-2","1.00e+0","2.71","1.00e+0","9.99e-1","6.45e-3"
"GOTERM_BP_DIRECT","cellular response to gamma radiation","0.31%","8","2485","34","29712","2.05e-2","3.05e-1","2.81","1.00e+0","2.95e-1","5.97e-3"
"GOTERM_BP_DIRECT","decidualization","0.31%","8","2485","34","29712","2.05e-2","3.05e-1","2.81","1.00e+0","2.95e-1","5.97e-3"
"GOTERM_BP_DIRECT","ATP metabolic process","0.31%","8","2485","34","29712","2.05e-2","3.05e-1","2.81","1.00e+0","2.95e-1","5.97e-3"
"GOTERM_MF_DIRECT","nuclear androgen receptor binding","0.31%","8","2457","33","28924","1.89e-2","1.90e-1","2.85","1.00e+0","1.78e-1","5.41e-3"
"GOTERM_CC_DIRECT","mitochondrial small ribosomal subunit","0.31%","8","2509","33","29722","1.83e-2","1.33e-1","2.87","1.00e+0","1.18e-1","5.21e-3"
"GOTERM_BP_DIRECT","positive regulation of mitotic nuclear division","0.31%","8","2485","33","29712","1.75e-2","2.77e-1","2.90","1.00e+0","2.69e-1","4.92e-3"
"GOTERM_BP_DIRECT","response to tumor necrosis factor","0.31%","8","2485","33","29712","1.75e-2","2.77e-1","2.90","1.00e+0","2.69e-1","4.92e-3"
"UP_SEQ_FEATURE","DOMAIN:DHHC","0.31%","8","2463","25","22253","1.60e-2","1.00e+0","2.89","1.00e+0","9.95e-1","4.26e-3"
"GOTERM_CC_DIRECT","phagophore assembly site","0.31%","8","2509","32","29722","1.55e-2","1.16e-1","2.96","1.00e+0","1.03e-1","4.25e-3"
"GOTERM_MF_DIRECT","S-adenosylmethionine-dependent methyltransferase activity","0.31%","8","2457","31","28924","1.35e-2","1.46e-1","3.04","1.00e+0","1.36e-1","3.58e-3"
"SMART","TIR","0.31%","8","1284","23","10943","1.35e-2","7.19e-1","2.96","9.99e-1","7.18e-1","3.40e-3"
"GOTERM_BP_DIRECT","protein sumoylation","0.31%","8","2485","31","29712","1.24e-2","2.19e-1","3.09","1.00e+0","2.12e-1","3.25e-3"
"INTERPRO","HATPase_C_sf","0.31%","8","2526","23","22271","1.13e-2","1.00e+0","3.07","1.00e+0","9.99e-1","2.76e-3"
"GOTERM_BP_DIRECT","regulation of glucose metabolic process","0.31%","8","2485","30","29712","1.04e-2","1.92e-1","3.19","1.00e+0","1.86e-1","2.60e-3"
"GOTERM_BP_DIRECT","positive regulation of glial cell proliferation","0.31%","8","2485","30","29712","1.04e-2","1.92e-1","3.19","1.00e+0","1.86e-1","2.60e-3"
"GOTERM_BP_DIRECT","negative regulation of type I interferon production","0.31%","8","2485","30","29712","1.04e-2","1.92e-1","3.19","1.00e+0","1.86e-1","2.60e-3"
"GOTERM_BP_DIRECT","RNA catabolic process","0.31%","8","2485","29","29712","8.55e-3","1.78e-1","3.30","1.00e+0","1.72e-1","2.05e-3"
"GOTERM_BP_DIRECT","regulation of reactive oxygen species metabolic process","0.31%","8","2485","29","29712","8.55e-3","1.78e-1","3.30","1.00e+0","1.72e-1","2.05e-3"
"GOTERM_BP_DIRECT","positive regulation of gluconeogenesis","0.31%","8","2485","29","29712","8.55e-3","1.78e-1","3.30","1.00e+0","1.72e-1","2.05e-3"
"GOTERM_MF_DIRECT","iron-sulfur cluster binding","0.31%","8","2457","28","28924","7.59e-3","9.17e-2","3.36","1.00e+0","8.56e-2","1.77e-3"
"GOTERM_MF_DIRECT","poly(U) RNA binding","0.31%","8","2457","28","28924","7.59e-3","9.17e-2","3.36","1.00e+0","8.56e-2","1.77e-3"
"GOTERM_CC_DIRECT","lysosomal lumen","0.31%","8","2509","28","29722","7.34e-3","6.78e-2","3.38","1.00e+0","6.01e-2","1.70e-3"
"GOTERM_BP_DIRECT","stress granule assembly","0.31%","8","2485","28","29712","6.98e-3","1.54e-1","3.42","1.00e+0","1.50e-1","1.60e-3"
"GOTERM_BP_DIRECT","natural killer cell differentiation","0.31%","8","2485","28","29712","6.98e-3","1.54e-1","3.42","1.00e+0","1.50e-1","1.60e-3"
"GOTERM_BP_DIRECT","iron-sulfur cluster assembly","0.31%","8","2485","28","29712","6.98e-3","1.54e-1","3.42","1.00e+0","1.50e-1","1.60e-3"
"INTERPRO","Tripartite_DENN","0.31%","8","2526","21","22271","6.58e-3","1.00e+0","3.36","1.00e+0","9.99e-1","1.41e-3"
"GOTERM_CC_DIRECT","protein folding chaperone complex","0.31%","8","2509","27","29722","5.93e-3","5.72e-2","3.51","9.99e-1","5.08e-2","1.31e-3"
"GOTERM_MF_DIRECT","RNA polymerase II core promoter sequence-specific DNA binding","0.31%","8","2457","26","28924","4.90e-3","6.62e-2","3.62","1.00e+0","6.18e-2","1.04e-3"
"INTERPRO","T_Tr_GTP-bd_dom","0.31%","8","2526","20","22271","4.86e-3","1.00e+0","3.53","1.00e+0","9.99e-1","9.68e-4"
"GOTERM_BP_DIRECT","vesicle transport along microtubule","0.31%","8","2485","26","29712","4.50e-3","1.14e-1","3.68","1.00e+0","1.10e-1","9.37e-4"
"GOTERM_BP_DIRECT","post-translational protein modification","0.31%","8","2485","26","29712","4.50e-3","1.14e-1","3.68","1.00e+0","1.10e-1","9.37e-4"
"GOTERM_BP_DIRECT","negative regulation of mRNA splicing, via spliceosome","0.31%","8","2485","26","29712","4.50e-3","1.14e-1","3.68","1.00e+0","1.10e-1","9.37e-4"
"GOTERM_BP_DIRECT","protein K48-linked deubiquitination","0.31%","8","2485","26","29712","4.50e-3","1.14e-1","3.68","1.00e+0","1.10e-1","9.37e-4"
"GOTERM_MF_DIRECT","xenobiotic transmembrane transporter activity","0.31%","8","2457","25","28924","3.86e-3","5.43e-2","3.77","1.00e+0","5.07e-2","7.76e-4"
"UP_SEQ_FEATURE","DOMAIN:tr-type G","0.31%","8","2463","19","22253","3.04e-3","4.23e-1","3.80","1.00e+0","4.21e-1","5.46e-4"
"GOTERM_MF_DIRECT","phosphatidylinositol phosphate binding","0.31%","8","2457","24","28924","3.00e-3","4.30e-2","3.92","9.98e-1","4.02e-2","5.70e-4"
"GOTERM_BP_DIRECT","DNA repair-dependent chromatin remodeling","0.31%","8","2485","24","29712","2.74e-3","8.19e-2","3.99","1.00e+0","7.94e-2","5.13e-4"
"GOTERM_BP_DIRECT","tRNA modification","0.31%","8","2485","24","29712","2.74e-3","8.19e-2","3.99","1.00e+0","7.94e-2","5.13e-4"
"UP_SEQ_FEATURE","MOTIF:LXXLL motif","0.31%","8","2463","18","22253","2.12e-3","3.30e-1","4.02","1.00e+0","3.28e-1","3.50e-4"
"GOTERM_MF_DIRECT","histone H4K16 acetyltransferase activity","0.31%","8","2457","22","28924","1.72e-3","2.65e-2","4.28","9.71e-1","2.47e-2","2.89e-4"
"GOTERM_MF_DIRECT","histone H3K27 acetyltransferase activity","0.31%","8","2457","21","28924","1.26e-3","2.06e-2","4.48","9.25e-1","1.92e-2","1.99e-4"
"GOTERM_MF_DIRECT","histone H2BK5 acetyltransferase activity","0.31%","8","2457","21","28924","1.26e-3","2.06e-2","4.48","9.25e-1","1.92e-2","1.99e-4"
"GOTERM_MF_DIRECT","histone H3K122 acetyltransferase activity","0.31%","8","2457","21","28924","1.26e-3","2.06e-2","4.48","9.25e-1","1.92e-2","1.99e-4"
"GOTERM_MF_DIRECT","histone H2AK5 acetyltransferase activity","0.31%","8","2457","21","28924","1.26e-3","2.06e-2","4.48","9.25e-1","1.92e-2","1.99e-4"
"GOTERM_MF_DIRECT","histone H3K56 acetyltransferase activity","0.31%","8","2457","21","28924","1.26e-3","2.06e-2","4.48","9.25e-1","1.92e-2","1.99e-4"
"GOTERM_MF_DIRECT","histone H2BK12 acetyltransferase activity","0.31%","8","2457","21","28924","1.26e-3","2.06e-2","4.48","9.25e-1","1.92e-2","1.99e-4"
