"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_BP_DIRECT","positive regulation of mRNA catabolic process","1.30%","4","289","16","10715","8.30e-3","1.00e+0","9.27","1.00e+0","1.00e+0","7.30e-4"
"GOTERM_BP_DIRECT","regulation of androgen receptor signaling pathway","1.30%","4","289","13","10715","4.50e-3","1.00e+0","11.41","1.00e+0","1.00e+0","3.06e-4"
"SMART","BTK","1.30%","4","178","7","5674","9.52e-4","1.65e-1","18.22","1.52e-1","1.65e-1","3.04e-5"
"UP_SEQ_FEATURE","ZN_FING:Btk-type","1.30%","4","290","7","10616","6.44e-4","1.15e-1","20.92","5.53e-1","1.15e-1","1.79e-5"
"INTERPRO","Znf_Btk_motif","1.30%","4","295","7","10913","6.25e-4","7.07e-1","21.14","5.07e-1","7.07e-1","1.72e-5"
"INTERPRO","Non-receptor_tyrosine_kinases","0.98%","3","295","19","10913","9.16e-2","1.00e+0","5.84","1.00e+0","1.00e+0","1.37e-2"
"INTERPRO","BRCT_dom","0.98%","3","295","19","10913","9.16e-2","1.00e+0","5.84","1.00e+0","1.00e+0","1.37e-2"
"GOTERM_BP_DIRECT","regulation of protein-containing complex assembly","0.98%","3","289","19","10715","9.12e-2","1.00e+0","5.85","1.00e+0","1.00e+0","1.37e-2"
"GOTERM_BP_DIRECT","negative regulation of Ras protein signal transduction","0.98%","3","289","19","10715","9.12e-2","1.00e+0","5.85","1.00e+0","1.00e+0","1.37e-2"
"UP_SEQ_FEATURE","DOMAIN:BRCT","0.98%","3","290","18","10616","8.49e-2","1.00e+0","6.10","1.00e+0","9.98e-1","1.21e-2"
"INTERPRO","Znf_RanBP2","0.98%","3","295","18","10913","8.34e-2","1.00e+0","6.17","1.00e+0","1.00e+0","1.18e-2"
"INTERPRO","Znf_RanBP2_sf","0.98%","3","295","18","10913","8.34e-2","1.00e+0","6.17","1.00e+0","1.00e+0","1.18e-2"
"GOTERM_MF_DIRECT","protein-lysine N-methyltransferase activity","0.98%","3","282","18","10572","8.15e-2","1.00e+0","6.25","1.00e+0","9.88e-1","1.14e-2"
"BIOCARTA","Role of Erk5 in Neuronal Survival","0.98%","3","30","16","977","7.89e-2","1.00e+0","6.11","1.00e+0","1.00e+0","1.12e-2"
"SMART","BRCT","0.98%","3","178","15","5674","7.79e-2","1.00e+0","6.38","1.00e+0","1.00e+0","1.05e-2"
"GOTERM_BP_DIRECT","phosphatidylinositol-mediated signaling","0.98%","3","289","17","10715","7.51e-2","1.00e+0","6.54","1.00e+0","1.00e+0","9.97e-3"
"GOTERM_BP_DIRECT","cellular response to hormone stimulus","0.98%","3","289","17","10715","7.51e-2","1.00e+0","6.54","1.00e+0","1.00e+0","9.97e-3"
"UP_SEQ_FEATURE","MOTIF:'HIGH' region","0.98%","3","290","16","10616","6.90e-2","1.00e+0","6.86","1.00e+0","9.98e-1","8.68e-3"
"SMART","BRIGHT","0.98%","3","178","14","5674","6.89e-2","1.00e+0","6.83","1.00e+0","1.00e+0","8.56e-3"
"SMART","ARID","0.98%","3","178","14","5674","6.89e-2","1.00e+0","6.83","1.00e+0","1.00e+0","8.56e-3"
"GOTERM_BP_DIRECT","nucleosome disassembly","0.98%","3","289","16","10715","6.74e-2","1.00e+0","6.95","1.00e+0","1.00e+0","8.38e-3"
"GOTERM_BP_DIRECT","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","0.98%","3","289","15","10715","6.00e-2","1.00e+0","7.42","1.00e+0","1.00e+0","6.95e-3"
"GOTERM_CC_DIRECT","CCR4-NOT complex","0.98%","3","290","15","10838","5.92e-2","1.00e+0","7.47","1.00e+0","1.00e+0","6.79e-3"
"GOTERM_MF_DIRECT","ATP-dependent chromatin remodeler activity","0.98%","3","282","15","10572","5.89e-2","1.00e+0","7.50","1.00e+0","9.88e-1","6.73e-3"
"UP_SEQ_FEATURE","DOMAIN:RanBP2-type","0.98%","3","290","14","10616","5.42e-2","1.00e+0","7.84","1.00e+0","9.98e-1","5.87e-3"
"UP_SEQ_FEATURE","DOMAIN:Post-SET","0.98%","3","290","14","10616","5.42e-2","1.00e+0","7.84","1.00e+0","9.98e-1","5.87e-3"
"UP_SEQ_FEATURE","DOMAIN:ARID","0.98%","3","290","14","10616","5.42e-2","1.00e+0","7.84","1.00e+0","9.98e-1","5.87e-3"
"UP_SEQ_FEATURE","MOTIF:'KMSKS' region","0.98%","3","290","14","10616","5.42e-2","1.00e+0","7.84","1.00e+0","9.98e-1","5.87e-3"
"INTERPRO","ARID_dom_sf","0.98%","3","295","14","10913","5.32e-2","1.00e+0","7.93","1.00e+0","1.00e+0","5.70e-3"
"INTERPRO","ARID_dom","0.98%","3","295","14","10913","5.32e-2","1.00e+0","7.93","1.00e+0","1.00e+0","5.70e-3"
"GOTERM_CC_DIRECT","cytoplasmic exosome (RNase complex)","0.98%","3","290","14","10838","5.22e-2","1.00e+0","8.01","1.00e+0","1.00e+0","5.54e-3"
"UP_SEQ_FEATURE","ZN_FING:RanBP2-type","0.98%","3","290","13","10616","4.73e-2","1.00e+0","8.45","1.00e+0","9.98e-1","4.71e-3"
"GOTERM_MF_DIRECT","RNA stem-loop binding","0.98%","3","282","13","10572","4.53e-2","1.00e+0","8.65","1.00e+0","9.88e-1","4.40e-3"
"UP_SEQ_FEATURE","DNA_BIND:A.T hook","0.98%","3","290","12","10616","4.07e-2","1.00e+0","9.15","1.00e+0","9.98e-1","3.70e-3"
"INTERPRO","tRNAsynth_Ia_anticodon-bd","0.98%","3","295","12","10913","4.00e-2","1.00e+0","9.25","1.00e+0","1.00e+0","3.59e-3"
"GOTERM_MF_DIRECT","poly(A)-specific ribonuclease activity","0.98%","3","282","12","10572","3.90e-2","1.00e+0","9.37","1.00e+0","9.88e-1","3.45e-3"
"UP_SEQ_FEATURE","DOMAIN:NACHT","0.98%","3","290","10","10616","2.88e-2","1.00e+0","10.98","1.00e+0","9.98e-1","2.10e-3"
"INTERPRO","NACHT_NTPase","0.98%","3","295","10","10913","2.82e-2","1.00e+0","11.10","1.00e+0","1.00e+0","2.04e-3"
"GOTERM_BP_DIRECT","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","0.98%","3","289","10","10715","2.81e-2","1.00e+0","11.12","1.00e+0","1.00e+0","2.02e-3"
"GOTERM_BP_DIRECT","behavioral response to cocaine","0.98%","3","289","10","10715","2.81e-2","1.00e+0","11.12","1.00e+0","1.00e+0","2.02e-3"
"GOTERM_BP_DIRECT","poly(A)-dependent snoRNA 3'-end processing","0.98%","3","289","8","10715","1.81e-2","1.00e+0","13.90","1.00e+0","1.00e+0","9.83e-4"
"GOTERM_BP_DIRECT","negative regulation by host of viral genome replication","0.98%","3","289","7","10715","1.38e-2","1.00e+0","15.89","1.00e+0","1.00e+0","6.27e-4"
"GOTERM_BP_DIRECT","telomere maintenance via recombination","0.98%","3","289","7","10715","1.38e-2","1.00e+0","15.89","1.00e+0","1.00e+0","6.27e-4"
"GOTERM_MF_DIRECT","organic cation transmembrane transporter activity","0.98%","3","282","5","10572","6.68e-3","3.05e-1","22.49","9.81e-1","3.01e-1","1.80e-4"
"SMART","Sec63","0.65%","2","178","3","5674","9.07e-2","1.00e+0","21.25","1.00e+0","1.00e+0","2.88e-3"
"PIR_SUPERFAMILY","Oat_ACAT_DAG_ARE","0.65%","2","38","3","1281","8.42e-2","1.00e+0","22.47","9.68e-1","1.00e+0","2.52e-3"
"UP_SEQ_FEATURE","DOMAIN:SEC63 2","0.65%","2","290","3","10616","7.95e-2","1.00e+0","24.40","1.00e+0","9.98e-1","2.19e-3"
"UP_SEQ_FEATURE","MOTIF:FYXDWWN motif","0.65%","2","290","3","10616","7.95e-2","1.00e+0","24.40","1.00e+0","9.98e-1","2.19e-3"
"UP_SEQ_FEATURE","DOMAIN:SEC63 1","0.65%","2","290","3","10616","7.95e-2","1.00e+0","24.40","1.00e+0","9.98e-1","2.19e-3"
"UP_SEQ_FEATURE","ZN_FING:C3H1-type 5","0.65%","2","290","3","10616","7.95e-2","1.00e+0","24.40","1.00e+0","9.98e-1","2.19e-3"
"INTERPRO","Oat_ACAT_DAG_ARE","0.65%","2","295","3","10913","7.87e-2","1.00e+0","24.66","1.00e+0","1.00e+0","2.15e-3"
"INTERPRO","E2F-SERTA_domain_protein","0.65%","2","295","3","10913","7.87e-2","1.00e+0","24.66","1.00e+0","1.00e+0","2.15e-3"
"INTERPRO","Rad50/SbcC_AAA","0.65%","2","295","3","10913","7.87e-2","1.00e+0","24.66","1.00e+0","1.00e+0","2.15e-3"
"INTERPRO","Sec63-dom","0.65%","2","295","3","10913","7.87e-2","1.00e+0","24.66","1.00e+0","1.00e+0","2.15e-3"
"GOTERM_BP_DIRECT","positive regulation of protein glycosylation","0.65%","2","289","3","10715","7.85e-2","1.00e+0","24.72","1.00e+0","1.00e+0","2.14e-3"
"GOTERM_BP_DIRECT","spliceosome-depend formation of circular RNA","0.65%","2","289","3","10715","7.85e-2","1.00e+0","24.72","1.00e+0","1.00e+0","2.14e-3"
"GOTERM_MF_DIRECT","DNA secondary structure binding","0.65%","2","282","3","10572","7.76e-2","1.00e+0","24.99","1.00e+0","9.88e-1","2.09e-3"
"PIR_SUPERFAMILY","BRR2","0.65%","2","38","2","1281","5.70e-2","1.00e+0","33.71","8.98e-1","1.00e+0","8.57e-4"
"PIR_SUPERFAMILY","hnRNP-C_Raly","0.65%","2","38","2","1281","5.70e-2","1.00e+0","33.71","8.98e-1","1.00e+0","8.57e-4"
"UP_SEQ_FEATURE","DOMAIN:Helicase ATP-binding 2","0.65%","2","290","2","10616","5.37e-2","1.00e+0","36.61","1.00e+0","9.98e-1","7.44e-4"
"UP_SEQ_FEATURE","DOMAIN:Helicase ATP-binding 1","0.65%","2","290","2","10616","5.37e-2","1.00e+0","36.61","1.00e+0","9.98e-1","7.44e-4"
"UP_SEQ_FEATURE","DOMAIN:Helicase C-terminal 1","0.65%","2","290","2","10616","5.37e-2","1.00e+0","36.61","1.00e+0","9.98e-1","7.44e-4"
"UP_SEQ_FEATURE","REGION:Flexible hinge","0.65%","2","290","2","10616","5.37e-2","1.00e+0","36.61","1.00e+0","9.98e-1","7.44e-4"
"UP_SEQ_FEATURE","DOMAIN:Helicase C-terminal 2","0.65%","2","290","2","10616","5.37e-2","1.00e+0","36.61","1.00e+0","9.98e-1","7.44e-4"
"INTERPRO","RRM_HNRPC/RALY_subfam","0.65%","2","295","2","10913","5.32e-2","1.00e+0","36.99","1.00e+0","1.00e+0","7.28e-4"
"INTERPRO","hnRNP_C","0.65%","2","295","2","10913","5.32e-2","1.00e+0","36.99","1.00e+0","1.00e+0","7.28e-4"
"INTERPRO","Hel308_SKI2-like","0.65%","2","295","2","10913","5.32e-2","1.00e+0","36.99","1.00e+0","1.00e+0","7.28e-4"
"GOTERM_CC_DIRECT","sex chromosome","0.65%","2","290","2","10838","5.26e-2","1.00e+0","37.37","1.00e+0","1.00e+0","7.14e-4"

