"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"INTERPRO","GRB/APBB1IP","0.70%","2","286","5","22271","6.24e-2","1.00e+0","31.15","1.00e+0","9.94e-1","1.60e-3"
"GOTERM_BP_DIRECT","positive regulation of respiratory burst","0.70%","2","281","6","29712","5.52e-2","1.00e+0","35.25","1.00e+0","9.94e-1","1.30e-3"
"GOTERM_BP_DIRECT","protein folding in endoplasmic reticulum","0.70%","2","281","6","29712","5.52e-2","1.00e+0","35.25","1.00e+0","9.94e-1","1.30e-3"
"GOTERM_BP_DIRECT","negative regulation of T cell migration","0.70%","2","281","6","29712","5.52e-2","1.00e+0","35.25","1.00e+0","9.94e-1","1.30e-3"
"INTERPRO","GGCT-like","0.70%","2","286","4","22271","5.02e-2","1.00e+0","38.94","1.00e+0","9.94e-1","9.69e-4"
"INTERPRO","GGCT-like_sf","0.70%","2","286","4","22271","5.02e-2","1.00e+0","38.94","1.00e+0","9.94e-1","9.69e-4"
"GOTERM_MF_DIRECT","inositol hexakisphosphate binding","0.70%","2","277","5","28924","4.68e-2","9.28e-1","41.77","1.00e+0","9.18e-1","8.97e-4"
"GOTERM_BP_DIRECT","ganglioside metabolic process","0.70%","2","281","5","29712","4.62e-2","1.00e+0","42.29","1.00e+0","9.94e-1","8.75e-4"
"GOTERM_BP_DIRECT","positive regulation of cardiac epithelial to mesenchymal transition","0.70%","2","281","5","29712","4.62e-2","1.00e+0","42.29","1.00e+0","9.94e-1","8.75e-4"
"GOTERM_BP_DIRECT","positive regulation of MHC class I biosynthetic process","0.70%","2","281","5","29712","4.62e-2","1.00e+0","42.29","1.00e+0","9.94e-1","8.75e-4"
"GOTERM_BP_DIRECT","regulation of cell projection assembly","0.70%","2","281","5","29712","4.62e-2","1.00e+0","42.29","1.00e+0","9.94e-1","8.75e-4"
"INTERPRO","BPS-dom","0.70%","2","286","3","22271","3.79e-2","1.00e+0","51.91","1.00e+0","9.94e-1","4.89e-4"
"INTERPRO","CD3_esu/gsu/dsu","0.70%","2","286","3","22271","3.79e-2","1.00e+0","51.91","1.00e+0","9.94e-1","4.89e-4"
"GOTERM_BP_DIRECT","dTTP biosynthetic process","0.70%","2","281","4","29712","3.72e-2","9.54e-1","52.87","1.00e+0","9.49e-1","5.28e-4"
"GOTERM_BP_DIRECT","oncostatin-M-mediated signaling pathway","0.70%","2","281","4","29712","3.72e-2","9.54e-1","52.87","1.00e+0","9.49e-1","5.28e-4"
"UP_SEQ_FEATURE","MOTIF:Cy","0.70%","2","281","2","22253","2.50e-2","1.00e+0","79.19","1.00e+0","1.00e+0","1.59e-4"
"UP_SEQ_FEATURE","REGION:Interaction with CAV1","0.70%","2","281","2","22253","2.50e-2","1.00e+0","79.19","1.00e+0","1.00e+0","1.59e-4"
"GOTERM_MF_DIRECT","structural molecule activity conferring elasticity","0.70%","2","277","2","28924","1.90e-2","6.27e-1","104.42","1.00e+0","6.20e-1","9.14e-5"
"GOTERM_BP_DIRECT","MDA-5 signaling pathway","0.70%","2","281","2","29712","1.88e-2","6.95e-1","105.74","1.00e+0","6.90e-1","8.91e-5"

